ID;Nombre;Edad;Género;Ciudad;Comentario;Categoría del problema;Nivel de urgencia;Fecha del reporte;Acceso a internet;Atención previa del gobierno;Zona rural
3070;Valentina;750;F;Medellín;no tenemos centros culturales ni bibliotecas.;Seguridad;No urgente;09/06/2023;1;0;0
3071;María;310;M;Cali;las calles están muy oscuras y peligrosas.;Seguridad;No urgente;26/06/2024;0;1;0
3072;Camilo;310;F;Barranquilla;la contaminación del río está aumentando.;Seguridad;No urgente;09/07/2024;0;0;0
3073;Laura;720;F;Barranquilla;queremos más presencia policial.;Salud;Urgente;13/10/2023;1;1;0
3074;María;580;F;Cartagena;la contaminación del río está aumentando.;Educación;No urgente;21/03/2023;1;0;0
3075;Carlos;720;M;Cali;queremos más presencia policial.;Seguridad;Urgente;31/05/2024;0;0;1
3076;Ana;;M;Bucaramanga;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;27/12/2023;0;1;1
3077;Sofía;480;M;Medellín;faltan médicos en el centro de salud.;Salud;Urgente;12/09/2024;1;1;0
3078;Pedro;410;M;Bogotá;;Seguridad;No urgente;26/08/2024;0;1;1
3079;Jorge;370;M;Medellín;las calles están muy oscuras y peligrosas.;Seguridad;Urgente;27/04/2024;1;0;1
3080;Jorge;470;Otro;Cúcuta;las basuras no se recogen a tiempo.;Seguridad;No urgente;02/04/2024;1;1;0
3081;Sofía;350;F;Bucaramanga;faltan médicos en el centro de salud.;Seguridad;No urgente;16/10/2024;0;1;0
3082;Sofía;690;Otro;Bogotá;las basuras no se recogen a tiempo.;Medio Ambiente;No urgente;06/12/2023;0;1;1
3083;Camilo;710;F;Cali;no hay suficientes escuelas públicas.;Salud;No urgente;09/09/2023;0;0;1
3084;María;;M;Pereira;las basuras no se recogen a tiempo.;Medio Ambiente;No urgente;28/10/2024;0;0;0
3085;Valentina;320;F;Cali;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;17/11/2024;1;1;0
3086;Valentina;320;M;Barranquilla;falta agua potable en varias casas.;Educación;No urgente;26/08/2023;0;0;1
3087;Jorge;730;F;Manizales;las calles están muy oscuras y peligrosas.;Educación;Urgente;28/02/2024;1;0;1
3088;María;800;F;Cartagena;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;09/03/2024;1;0;0
3089;Pedro;540;F;Medellín;la contaminación del río está aumentando.;Seguridad;Urgente;01/04/2023;1;0;0
3090;Ana;520;Otro;Bucaramanga;necesitamos más acceso a internet en la zona.;Salud;Urgente;15/06/2023;0;0;1
3091;Ana;270;M;Bucaramanga;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;23/06/2023;1;0;0
3092;Valentina;;Otro;Bucaramanga;no hay suficientes escuelas públicas.;Educación;No urgente;23/06/2023;0;1;1
3093;Camilo;670;F;Pereira;hay problemas con la recolección de basura.;Salud;Urgente;19/10/2024;1;0;1
3094;Carlos;250;F;Bogotá;faltan médicos en el centro de salud.;Seguridad;No urgente;31/03/2023;0;1;1
3095;Camilo;300;Otro;Barranquilla;faltan médicos en el centro de salud.;Salud;No urgente;08/12/2023;1;1;0
3096;Juan;330;M;Cúcuta;queremos más presencia policial.;Seguridad;Urgente;31/01/2023;0;0;1
3097;Pedro;370;Otro;Cartagena;necesitamos más acceso a internet en la zona.;Salud;No urgente;21/01/2023;0;0;1
3098;Valentina;340;M;Cúcuta;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;16/01/2024;1;1;0
3099;Jorge;800;;Medellín;la contaminación del río está aumentando.;Seguridad;No urgente;10/03/2024;0;1;0
3100;Laura;150;Otro;Barranquilla;hay problemas con la recolección de basura.;Salud;Urgente;01/11/2024;0;0;1
3101;Valentina;460;Otro;Santa Marta;necesitamos más acceso a internet en la zona.;Salud;No urgente;24/04/2023;1;1;0
3102;Juan;;F;Bucaramanga;faltan médicos en el centro de salud.;Educación;Urgente;27/02/2023;0;1;1
3103;Ana;440;F;Bucaramanga;queremos más presencia policial.;Medio Ambiente;No urgente;19/10/2023;1;0;0
3104;Ana;570;M;Cartagena;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;21/08/2023;0;0;0
3105;Valentina;330;M;Manizales;queremos más presencia policial.;Educación;No urgente;11/10/2024;1;0;1
3106;Jorge;490;Otro;Santa Marta;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;13/05/2024;0;1;1
3107;María;590;F;Santa Marta;la contaminación del río está aumentando.;Educación;No urgente;16/03/2023;1;0;1
3108;Pedro;240;Otro;Cartagena;no hay suficientes escuelas públicas.;Seguridad;No urgente;03/03/2024;0;1;0
3109;Pedro;710;Otro;Bucaramanga;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;17/03/2023;0;1;1
3110;Carlos;620;M;Bogotá;las basuras no se recogen a tiempo.;Salud;Urgente;20/03/2024;0;0;0
3111;María;560;;Medellín;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;13/04/2024;1;0;1
3112;Sofía;640;Otro;Cúcuta;falta agua potable en varias casas.;Salud;Urgente;14/04/2024;0;0;0
3113;Jorge;580;Otro;Manizales;falta agua potable en varias casas.;Salud;No urgente;10/04/2023;1;0;0
3114;Valentina;570;M;Medellín;queremos más presencia policial.;Seguridad;No urgente;23/09/2023;0;1;0
3115;Camilo;610;M;Santa Marta;necesitamos más acceso a internet en la zona.;Seguridad;No urgente;11/03/2024;1;0;0
3116;Valentina;190;M;Bucaramanga;queremos más presencia policial.;Medio Ambiente;No urgente;14/04/2023;0;1;1
3117;Sofía;530;Otro;Bogotá;no tenemos centros culturales ni bibliotecas.;Salud;No urgente;12/10/2023;0;0;1
3118;Juan;230;Otro;Bucaramanga;las basuras no se recogen a tiempo.;Educación;Urgente;11/08/2024;1;1;0
3119;Ana;710;F;Pereira;necesitamos más acceso a internet en la zona.;Educación;Urgente;10/12/2023;1;1;0
3120;Camilo;190;F;Santa Marta;las calles están muy oscuras y peligrosas.;Educación;No urgente;30/09/2024;1;1;0
3121;Juan;240;Otro;Pereira;las basuras no se recogen a tiempo.;Educación;Urgente;14/10/2024;0;0;1
3122;Sofía;390;Otro;Barranquilla;la contaminación del río está aumentando.;Salud;No urgente;14/10/2024;0;0;0
3123;María;770;Otro;Cali;falta agua potable en varias casas.;Seguridad;No urgente;14/11/2024;0;1;0
3124;Sofía;540;Otro;Santa Marta;no hay suficientes escuelas públicas.;Medio Ambiente;No urgente;03/05/2023;1;0;1
3125;Laura;560;Otro;Cúcuta;hay problemas con la recolección de basura.;Salud;No urgente;13/06/2023;1;0;0
3126;Valentina;200;Otro;Pereira;;Educación;Urgente;29/07/2023;0;0;1
3127;Ana;760;Otro;Bogotá;las basuras no se recogen a tiempo.;Salud;No urgente;31/05/2023;1;0;1
3128;Pedro;400;Otro;Santa Marta;falta agua potable en varias casas.;Educación;No urgente;28/03/2023;1;0;1
3129;Sofía;360;F;Santa Marta;hay problemas con la recolección de basura.;Seguridad;No urgente;03/02/2024;0;0;1
3130;Camilo;610;M;Barranquilla;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;17/09/2024;1;1;1
3131;Camilo;470;F;Cali;la contaminación del río está aumentando.;Medio Ambiente;No urgente;20/08/2024;1;0;0
3132;Ana;730;Otro;Barranquilla;queremos más presencia policial.;Salud;No urgente;12/10/2024;0;1;1
3133;Laura;180;M;Medellín;falta agua potable en varias casas.;Seguridad;No urgente;12/07/2023;1;0;1
3134;Laura;240;F;Bucaramanga;;Educación;No urgente;06/01/2023;1;0;0
3135;Laura;370;M;Medellín;hay problemas con la recolección de basura.;Educación;No urgente;16/08/2024;1;0;0
3136;Pedro;660;F;Cúcuta;falta agua potable en varias casas.;Medio Ambiente;Urgente;30/07/2024;0;0;1
3137;Camilo;;Otro;Barranquilla;queremos más presencia policial.;Seguridad;No urgente;02/12/2023;1;1;1
3138;Laura;750;M;Pereira;necesitamos más acceso a internet en la zona.;Educación;No urgente;21/03/2024;0;0;1
3139;Juan;710;F;Cali;las basuras no se recogen a tiempo.;Educación;Urgente;04/04/2023;0;0;0
3140;Juan;790;M;Cartagena;las calles están muy oscuras y peligrosas.;Medio Ambiente;No urgente;24/05/2023;0;1;0
3141;Laura;770;F;Barranquilla;queremos más presencia policial.;Educación;No urgente;04/09/2023;1;1;0
3142;Juan;250;F;Barranquilla;queremos más presencia policial.;Seguridad;Urgente;02/01/2023;1;0;0
3143;Pedro;;F;Medellín;queremos más presencia policial.;Seguridad;Urgente;21/08/2024;0;1;0
3144;Juan;170;Otro;Cúcuta;;Salud;No urgente;23/05/2023;0;0;0
3145;Camilo;370;Otro;Manizales;las calles están muy oscuras y peligrosas.;Educación;No urgente;14/10/2023;0;1;0
3146;Pedro;800;F;Bucaramanga;falta agua potable en varias casas.;Salud;Urgente;27/02/2023;1;0;1
3147;Sofía;600;M;Cali;la contaminación del río está aumentando.;Seguridad;Urgente;25/08/2023;1;1;1
3148;Valentina;710;Otro;Cartagena;las basuras no se recogen a tiempo.;Educación;No urgente;03/11/2023;1;1;1
3149;Valentina;540;Otro;Medellín;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;25/05/2023;1;0;0
3150;Pedro;730;F;Cartagena;;Educación;No urgente;31/03/2024;0;1;0
3151;Valentina;310;Otro;Manizales;hay problemas con la recolección de basura.;Educación;Urgente;13/11/2023;0;0;0
3152;Jorge;470;F;Cartagena;falta agua potable en varias casas.;Educación;No urgente;18/11/2023;0;0;1
3153;Ana;180;M;Medellín;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;03/10/2024;1;1;0
3154;Juan;260;F;Santa Marta;las basuras no se recogen a tiempo.;Educación;No urgente;24/11/2024;1;0;1
3155;Carlos;570;F;Manizales;no hay suficientes escuelas públicas.;Salud;Urgente;17/03/2024;0;1;0
3156;Camilo;600;Otro;Cartagena;falta agua potable en varias casas.;Seguridad;No urgente;21/09/2024;1;0;0
3157;Valentina;750;M;Cartagena;la contaminación del río está aumentando.;Seguridad;No urgente;18/09/2024;1;0;1
3158;Valentina;;Otro;Barranquilla;faltan médicos en el centro de salud.;Seguridad;Urgente;16/11/2024;0;1;0
3159;María;510;F;Cali;faltan médicos en el centro de salud.;Educación;No urgente;25/01/2023;1;0;1
3160;Sofía;;Otro;Barranquilla;faltan médicos en el centro de salud.;Educación;No urgente;18/09/2024;0;1;1
3161;Jorge;470;Otro;Medellín;queremos más presencia policial.;Medio Ambiente;No urgente;04/07/2024;1;0;1
3162;Pedro;;M;Barranquilla;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;24/04/2023;0;1;0
3163;Juan;400;F;Bogotá;queremos más presencia policial.;Salud;Urgente;03/04/2023;0;1;0
3164;Camilo;540;M;Manizales;no hay suficientes escuelas públicas.;Medio Ambiente;No urgente;22/02/2023;1;0;0
3165;Sofía;400;F;Pereira;la contaminación del río está aumentando.;Medio Ambiente;No urgente;29/11/2023;1;1;0
3166;Juan;770;M;Cartagena;necesitamos más acceso a internet en la zona.;Salud;No urgente;25/02/2023;1;0;0
3167;Pedro;620;;Bogotá;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;20/12/2023;0;0;1
3168;Carlos;380;Otro;Pereira;las calles están muy oscuras y peligrosas.;Salud;No urgente;25/02/2024;1;0;0
3169;Laura;800;M;Cúcuta;faltan médicos en el centro de salud.;Educación;No urgente;20/10/2023;1;0;1
3170;Sofía;320;Otro;Bucaramanga;faltan médicos en el centro de salud.;Seguridad;Urgente;11/06/2024;0;1;0
3171;María;440;Otro;Bogotá;;Medio Ambiente;No urgente;14/02/2023;0;1;1
3172;Carlos;400;F;Bogotá;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;24/04/2023;1;0;0
3173;Jorge;550;F;Cúcuta;la contaminación del río está aumentando.;Educación;Urgente;06/07/2024;1;0;0
3174;Juan;310;M;Medellín;la contaminación del río está aumentando.;Educación;No urgente;15/07/2024;1;1;0
3175;Pedro;310;Otro;Cartagena;necesitamos más acceso a internet en la zona.;Educación;Urgente;19/05/2023;0;1;0
3176;Carlos;710;F;Bucaramanga;falta agua potable en varias casas.;Salud;No urgente;26/02/2023;0;1;1
3177;Jorge;650;F;Manizales;necesitamos más acceso a internet en la zona.;Seguridad;No urgente;20/01/2023;1;0;0
3178;Juan;;F;Santa Marta;queremos más presencia policial.;Salud;No urgente;15/06/2023;0;1;0
3179;Sofía;770;Otro;;necesitamos más acceso a internet en la zona.;Seguridad;Urgente;26/12/2023;1;1;0
3180;Ana;520;Otro;Bucaramanga;necesitamos más acceso a internet en la zona.;Seguridad;No urgente;15/01/2024;1;0;1
3181;Pedro;450;Otro;Cali;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;22/02/2023;1;1;0
3182;Carlos;180;F;Cúcuta;queremos más presencia policial.;Educación;No urgente;27/07/2023;0;0;1
3183;Pedro;340;Otro;Manizales;no hay suficientes escuelas públicas.;Educación;No urgente;14/05/2024;0;1;0
3184;Camilo;290;M;Bogotá;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;08/05/2024;1;1;1
3185;María;600;M;Cartagena;las basuras no se recogen a tiempo.;Salud;Urgente;07/10/2024;0;0;1
3186;Camilo;750;F;Barranquilla;;Salud;No urgente;04/06/2024;0;0;1
3187;Ana;210;;Cali;queremos más presencia policial.;Medio Ambiente;Urgente;10/09/2023;0;1;1
3188;Pedro;730;M;Cúcuta;falta agua potable en varias casas.;Salud;Urgente;29/09/2024;1;0;0
3189;Laura;550;F;Cúcuta;falta agua potable en varias casas.;Educación;Urgente;29/01/2024;0;1;1
3190;Camilo;280;M;Cartagena;faltan médicos en el centro de salud.;Seguridad;No urgente;19/08/2023;0;0;0
3191;Camilo;440;M;Pereira;falta agua potable en varias casas.;Medio Ambiente;No urgente;11/11/2023;1;1;0
3192;Juan;690;M;Bogotá;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;24/08/2024;1;1;1
3193;Jorge;380;F;Barranquilla;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;30/10/2023;1;1;1
3194;Camilo;220;Otro;Bucaramanga;necesitamos más acceso a internet en la zona.;Salud;No urgente;26/09/2023;1;0;1
3195;Camilo;150;Otro;Manizales;queremos más presencia policial.;Educación;Urgente;23/07/2024;0;0;1
3196;Carlos;270;F;Cali;no hay suficientes escuelas públicas.;Salud;No urgente;28/04/2023;0;1;1
3197;Pedro;;Otro;Pereira;hay problemas con la recolección de basura.;Seguridad;Urgente;29/10/2024;1;0;0
3198;Camilo;300;F;Bucaramanga;falta agua potable en varias casas.;Medio Ambiente;No urgente;19/06/2023;0;0;1
3199;Laura;480;M;Bucaramanga;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;09/09/2024;0;0;0
3200;Valentina;380;M;Bucaramanga;la contaminación del río está aumentando.;Seguridad;No urgente;20/04/2023;1;0;0
3201;Sofía;250;Otro;Bucaramanga;falta agua potable en varias casas.;Salud;No urgente;23/02/2023;0;1;1
3202;Valentina;750;F;Medellín;las basuras no se recogen a tiempo.;Salud;No urgente;05/03/2023;0;0;0
3203;Valentina;700;;;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;15/07/2024;1;0;0
3204;Sofía;260;Otro;Santa Marta;las basuras no se recogen a tiempo.;Seguridad;No urgente;16/07/2023;1;1;1
3205;Sofía;680;F;Santa Marta;no hay suficientes escuelas públicas.;Salud;No urgente;20/11/2023;1;0;0
3206;Sofía;400;F;Cali;faltan médicos en el centro de salud.;Seguridad;Urgente;28/08/2023;1;1;0
3207;María;520;M;Bogotá;la contaminación del río está aumentando.;Educación;Urgente;22/03/2023;1;1;0
3208;Camilo;270;M;Santa Marta;las basuras no se recogen a tiempo.;Educación;Urgente;26/02/2024;0;1;0
3209;Sofía;270;M;Pereira;la contaminación del río está aumentando.;Salud;No urgente;20/11/2024;0;0;1
3210;Ana;730;Otro;Santa Marta;la contaminación del río está aumentando.;Educación;Urgente;09/08/2023;1;1;1
3211;Valentina;750;F;Santa Marta;;Medio Ambiente;Urgente;11/07/2024;0;1;0
3212;Sofía;410;F;Bucaramanga;queremos más presencia policial.;Medio Ambiente;Urgente;07/08/2023;1;1;1
3213;Jorge;;Otro;Cartagena;no hay suficientes escuelas públicas.;Medio Ambiente;Urgente;24/02/2024;1;0;0
3214;Juan;630;Otro;Cartagena;hay problemas con la recolección de basura.;Educación;Urgente;08/09/2024;0;1;1
3215;Sofía;150;F;Cali;la contaminación del río está aumentando.;Educación;Urgente;23/09/2023;1;0;0
3216;Juan;180;Otro;Cúcuta;la contaminación del río está aumentando.;Medio Ambiente;No urgente;06/06/2023;0;1;1
3217;Carlos;530;F;Cúcuta;;Seguridad;No urgente;30/07/2024;0;1;1
3218;Jorge;700;M;Barranquilla;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;Urgente;21/01/2024;1;0;1
3219;Sofía;320;F;Cali;necesitamos más acceso a internet en la zona.;Salud;Urgente;20/10/2023;1;0;0
3220;Sofía;530;F;Cali;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;26/06/2024;1;0;1
3221;Juan;480;M;Bogotá;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;28/05/2023;1;1;0
3222;Carlos;470;M;Cartagena;necesitamos más acceso a internet en la zona.;Medio Ambiente;No urgente;25/06/2023;0;1;0
3223;Carlos;210;F;Cartagena;hay problemas con la recolección de basura.;Seguridad;Urgente;27/03/2024;1;0;1
3224;Juan;370;M;Cali;la contaminación del río está aumentando.;Medio Ambiente;Urgente;11/04/2024;0;0;1
3225;Juan;400;M;Bogotá;las calles están muy oscuras y peligrosas.;Salud;Urgente;13/09/2024;1;0;0
3226;Juan;550;Otro;Cali;falta agua potable en varias casas.;Seguridad;No urgente;08/10/2024;0;1;1
3227;Valentina;290;F;Manizales;faltan médicos en el centro de salud.;Seguridad;Urgente;07/12/2023;0;1;1
3228;Carlos;260;M;Cúcuta;la contaminación del río está aumentando.;Salud;No urgente;24/07/2023;1;1;1
3229;Pedro;660;F;Bucaramanga;las calles están muy oscuras y peligrosas.;Educación;Urgente;30/04/2023;0;1;1
3230;Ana;700;;Bucaramanga;la contaminación del río está aumentando.;Educación;Urgente;05/03/2024;1;1;0
3231;Sofía;740;F;Medellín;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;16/08/2024;0;0;1
3232;Laura;;F;Medellín;faltan médicos en el centro de salud.;Seguridad;Urgente;29/11/2023;1;1;0
3233;Sofía;220;M;Santa Marta;faltan médicos en el centro de salud.;Medio Ambiente;No urgente;10/03/2024;1;1;1
3234;Laura;150;F;Medellín;hay problemas con la recolección de basura.;Educación;Urgente;17/08/2023;1;1;1
3235;María;150;M;Medellín;las calles están muy oscuras y peligrosas.;Educación;Urgente;23/04/2023;1;1;1
3236;Jorge;770;F;Pereira;la contaminación del río está aumentando.;Salud;Urgente;06/01/2023;0;0;1
3237;Carlos;650;Otro;Bucaramanga;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;21/10/2023;0;0;0
3238;Juan;280;Otro;Bogotá;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;25/08/2024;0;0;1
3239;Laura;690;Otro;Pereira;faltan médicos en el centro de salud.;Educación;No urgente;04/05/2023;1;0;0
3240;Sofía;380;F;Manizales;las basuras no se recogen a tiempo.;Educación;No urgente;14/09/2024;0;1;1
3241;Pedro;200;F;Cali;las basuras no se recogen a tiempo.;Educación;No urgente;21/10/2024;0;0;1
3242;Laura;800;M;Barranquilla;;Medio Ambiente;Urgente;17/02/2024;1;0;1
3243;Pedro;630;M;Cartagena;las calles están muy oscuras y peligrosas.;Seguridad;No urgente;24/05/2023;0;0;0
3244;Jorge;580;Otro;Cali;queremos más presencia policial.;Salud;Urgente;16/11/2023;0;0;1
3245;Laura;710;M;Bogotá;no hay suficientes escuelas públicas.;Seguridad;No urgente;23/02/2024;0;0;1
3246;Jorge;350;M;Manizales;necesitamos más acceso a internet en la zona.;Educación;Urgente;20/03/2024;1;0;1
3247;Pedro;360;F;Barranquilla;no hay suficientes escuelas públicas.;Medio Ambiente;No urgente;01/12/2023;1;1;0
3248;Pedro;310;M;Medellín;las basuras no se recogen a tiempo.;Seguridad;Urgente;24/09/2024;0;0;1
3249;Juan;400;F;Bogotá;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;23/08/2024;0;0;1
3250;Sofía;290;F;Barranquilla;queremos más presencia policial.;Salud;Urgente;23/07/2024;0;1;0
3251;Pedro;230;M;Medellín;las calles están muy oscuras y peligrosas.;Seguridad;Urgente;30/07/2023;1;1;0
3252;Pedro;780;F;Cartagena;necesitamos más acceso a internet en la zona.;Seguridad;No urgente;15/11/2024;1;1;0
3253;Valentina;230;M;Medellín;la contaminación del río está aumentando.;Salud;Urgente;30/03/2023;1;0;0
3254;Carlos;700;M;Cartagena;necesitamos más acceso a internet en la zona.;Salud;No urgente;25/10/2024;0;1;0
3255;Juan;170;F;Cali;falta agua potable en varias casas.;Salud;Urgente;14/11/2024;0;1;0
3256;Valentina;440;;Pereira;hay problemas con la recolección de basura.;Seguridad;No urgente;26/10/2024;1;1;0
3257;Camilo;430;Otro;Cúcuta;las basuras no se recogen a tiempo.;Medio Ambiente;Urgente;19/08/2024;1;0;1
3258;Pedro;210;;Bogotá;faltan médicos en el centro de salud.;Seguridad;Urgente;19/01/2023;1;0;1
3259;María;770;M;Manizales;no tenemos centros culturales ni bibliotecas.;Salud;No urgente;15/02/2024;1;0;1
3260;María;;M;Santa Marta;faltan médicos en el centro de salud.;Salud;No urgente;06/11/2024;1;1;0
3261;Carlos;610;M;Santa Marta;hay problemas con la recolección de basura.;Seguridad;No urgente;28/06/2024;1;0;1
3262;Ana;400;F;Santa Marta;no hay suficientes escuelas públicas.;Educación;Urgente;25/02/2024;1;1;1
3263;Juan;200;Otro;Santa Marta;las basuras no se recogen a tiempo.;Seguridad;Urgente;11/05/2023;0;1;1
3264;María;640;F;Cúcuta;las calles están muy oscuras y peligrosas.;Educación;Urgente;17/11/2023;0;1;1
3265;Jorge;;Otro;Bogotá;;Salud;No urgente;29/06/2023;1;0;1
3266;María;690;F;Cartagena;no tenemos centros culturales ni bibliotecas.;Medio Ambiente;No urgente;18/07/2023;1;0;1
3267;Sofía;340;F;Santa Marta;no tenemos centros culturales ni bibliotecas.;Educación;No urgente;20/10/2023;0;0;0
3268;Laura;330;M;Manizales;no tenemos centros culturales ni bibliotecas.;Salud;No urgente;26/02/2023;0;1;0
3269;Pedro;210;M;Cúcuta;la contaminación del río está aumentando.;Salud;No urgente;23/10/2024;1;1;1
3270;Jorge;560;Otro;Santa Marta;las basuras no se recogen a tiempo.;Educación;Urgente;28/02/2024;1;0;1
3271;Laura;490;Otro;Bogotá;la contaminación del río está aumentando.;Educación;Urgente;04/02/2024;0;0;1
3272;Jorge;;F;Medellín;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;02/09/2023;0;0;1
3273;Laura;330;M;Barranquilla;no hay suficientes escuelas públicas.;Seguridad;No urgente;28/04/2024;0;1;0
3274;Ana;790;F;Cartagena;la contaminación del río está aumentando.;Educación;No urgente;25/09/2023;1;0;0
3275;Valentina;500;Otro;Bogotá;la contaminación del río está aumentando.;Seguridad;Urgente;15/11/2023;1;1;0
3276;Jorge;;F;Cali;la contaminación del río está aumentando.;Educación;No urgente;20/03/2023;0;0;1
3277;Valentina;;F;Bogotá;;Salud;Urgente;25/07/2024;1;1;1
3278;Ana;570;M;Bogotá;;Educación;No urgente;19/10/2024;1;0;0
3279;Sofía;250;F;Bucaramanga;faltan médicos en el centro de salud.;Medio Ambiente;Urgente;27/01/2023;0;1;0
3280;María;200;Otro;Medellín;necesitamos más acceso a internet en la zona.;Medio Ambiente;Urgente;28/03/2023;0;1;0
3281;Sofía;330;F;Pereira;las basuras no se recogen a tiempo.;Salud;Urgente;19/09/2024;0;1;0
3282;Valentina;490;F;Cali;falta agua potable en varias casas.;Medio Ambiente;No urgente;14/05/2023;1;0;0
3283;Ana;610;Otro;Bogotá;hay problemas con la recolección de basura.;Medio Ambiente;Urgente;29/07/2023;1;0;0
3284;Carlos;600;M;Bogotá;;Salud;Urgente;10/07/2023;1;0;1
3285;Carlos;670;F;Bucaramanga;las calles están muy oscuras y peligrosas.;Medio Ambiente;Urgente;25/06/2023;1;0;0
3286;Laura;530;M;Pereira;queremos más presencia policial.;Educación;No urgente;05/12/2023;1;0;0
3287;Laura;330;F;Santa Marta;las basuras no se recogen a tiempo.;Educación;No urgente;22/06/2023;0;0;0
3288;Sofía;400;F;Cartagena;hay problemas con la recolección de basura.;Medio Ambiente;No urgente;19/01/2024;0;1;0
3289;Valentina;260;Otro;Cúcuta;;Seguridad;No urgente;27/10/2023;0;0;1
3290;Camilo;540;Otro;Barranquilla;no hay suficientes escuelas públicas.;Seguridad;Urgente;26/04/2024;0;1;1
3291;Carlos;200;F;Cúcuta;faltan médicos en el centro de salud.;Seguridad;Urgente;13/09/2023;0;1;1
3292;Juan;590;Otro;Cartagena;las basuras no se recogen a tiempo.;Seguridad;Urgente;22/09/2023;1;1;0
3293;Valentina;710;F;Pereira;falta agua potable en varias casas.;Seguridad;No urgente;09/11/2023;1;1;0
3294;Valentina;580;F;Bogotá;la contaminación del río está aumentando.;Seguridad;No urgente;29/03/2024;1;0;1
3295;Ana;510;F;Manizales;queremos más presencia policial.;Medio Ambiente;No urgente;09/04/2023;1;0;1
3296;Valentina;;Otro;Cartagena;la contaminación del río está aumentando.;Medio Ambiente;Urgente;15/08/2024;0;0;1
3297;Valentina;610;Otro;Santa Marta;la contaminación del río está aumentando.;Educación;Urgente;19/04/2024;0;1;1
3298;Jorge;;M;Barranquilla;queremos más presencia policial.;Seguridad;No urgente;03/07/2023;0;1;1
3299;Laura;610;Otro;Bucaramanga;la contaminación del río está aumentando.;Salud;No urgente;19/07/2024;0;1;0
3300;Ana;170;F;Manizales;necesitamos más acceso a internet en la zona.;Seguridad;No urgente;10/01/2023;1;0;1
3301;Carlos;470;F;Cartagena;falta agua potable en varias casas.;Medio Ambiente;Urgente;13/04/2023;1;1;0
3302;Sofía;430;F;Cali;hay problemas con la recolección de basura.;Educación;Urgente;29/04/2023;1;0;0
3303;Pedro;330;Otro;Cali;la contaminación del río está aumentando.;Salud;No urgente;14/09/2023;0;1;0
3304;Juan;170;Otro;Medellín;la contaminación del río está aumentando.;Medio Ambiente;No urgente;16/02/2024;0;1;1
3305;Camilo;330;F;Bogotá;;Medio Ambiente;No urgente;17/05/2024;0;0;0
3306;Camilo;770;F;Medellín;necesitamos más acceso a internet en la zona.;Salud;Urgente;15/01/2024;0;1;1
3307;Laura;410;Otro;Cúcuta;no tenemos centros culturales ni bibliotecas.;Seguridad;Urgente;06/09/2023;0;0;0
3308;Valentina;410;Otro;Manizales;hay problemas con la recolección de basura.;Educación;No urgente;08/05/2023;0;0;1
3309;María;710;F;Bucaramanga;falta agua potable en varias casas.;Salud;No urgente;04/05/2023;0;1;1
3310;Laura;380;Otro;Cali;no tenemos centros culturales ni bibliotecas.;Educación;Urgente;07/07/2024;1;1;0
3311;Pedro;520;M;Santa Marta;no tenemos centros culturales ni bibliotecas.;Salud;Urgente;13/10/2023;0;0;0
3312;Pedro;340;F;Cartagena;las calles están muy oscuras y peligrosas.;Salud;Urgente;19/04/2023;0;0;0
3313;Valentina;790;F;Barranquilla;necesitamos más acceso a internet en la zona.;Salud;No urgente;28/01/2023;1;0;1
3314;Valentina;;M;Cartagena;no hay suficientes escuelas públicas.;Educación;No urgente;17/02/2023;1;1;1
3315;Jorge;;F;Manizales;no tenemos centros culturales ni bibliotecas.;Educación;No urgente;24/06/2023;0;0;0
3316;Pedro;320;Otro;Cartagena;falta agua potable en varias casas.;Seguridad;Urgente;30/04/2023;0;0;1
